İlan no,Son Güncelleme Tarihi,İlan Durumu,Konut Şekli,Oda + Salon Sayısı,Brüt / Net M2,Bulunduğu Kat,Bina Yaşı,Isınma Tipi,Kat Sayısı,Krediye Uygunluk,Eşya Durumu,Banyo Sayısı,Yapı Tipi,Yapının Durumu,Kullanım Durumu,Tapu Durumu,Aidat,Takas,Cephe,Kira Getirisi,Yakıt Tipi,Yetkili Ofis,Semt,Mahalle,Fiyat
123092-79,Dün,Satılık,Daire,6 + 2,"
                          420 m2
                        ",14. Kat,Sıfır Bina,Kombi,14 Katlı,Uygun,Eşyalı Değil,4,Betonarme,Sıfır,Boş,Kat Mülkiyeti,125 TL,Hayır,"Doğu, Batı",4.500 TL,Doğalgaz,Evet,Mamak,Ege,1.400.000 TL
53138-8632,Dün,Satılık,Daire,3 + 1,"
                          125 m2
                        ",1. Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,1 TL,Evet,"Kuzey, Güney, Doğu, Batı",1 TL,Doğalgaz,Evet,Mamak,Mutlu,310.000 TL
6666-2582,Dün,Satılık,Daire,1 + 1,"
                          60 m2
                        ",7. Kat,15 Yaşında,Merkezi (Pay Ölçer),12 Katlı,Uygun,Eşyalı,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,190 TL,Hayır,"Kuzey, Batı",1.900 TL,Doğalgaz,Evet,Etimesgut,Şehit Osman Avcı,345.000 TL
65739-16867,Dün,Satılık,Daire,2 + 1,"
                          130 m2
                        ",3. Kat,5 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,"Güney, Batı",1.200 TL,Doğalgaz,Evet,Altındağ,Güneşevler,395.000 TL
124573-2,Dün,Satılık,Daire,2 + 1,"
                          130 m2
                        ",4. Kat,5 Yaşında,Jeotermal Isıtma,13 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,"Güney, Batı",,Doğalgaz,Evet,Çankaya,İlkbahar,1.045.000 TL
0-37597919,Dün,Satılık,Daire,4 + 1,"
                          185 m2
                        ",1. Kat,11 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,,Boş,,40 TL,Hayır,"Kuzey, Güney",2.000 TL,Doğalgaz,,Çankaya,Devlet,647.000 TL
122935-95,Dün,Satılık,Daire,3 + 1,"
                          150 m2
                        ",5. Kat,Sıfır Bina,Kombi,14 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat İrtifakı,,Evet,"Güney, Batı",,Doğalgaz,Evet,Mamak,Yeşilbayır,429.999 TL
41662-1137,Dün,Satılık,Daire,4 + 1,"
                          180 m2
                        ",13. Kat,15 Yaşında,Merkezi (Pay Ölçer),14 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,430 TL,Hayır,"Güney, Doğu, Batı",8.000 TL,Doğalgaz,Evet,Çankaya,Akpınar,1.250.000 TL
58364-3538,Dün,Satılık,Daire,3 + 1,"
                          130 m2
                        ",4. Kat,15 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Evet,"Güney, Batı",3.000 TL,Doğalgaz,Evet,Çankaya,Tınaztepe,650.000 TL
1350-3565,Dün,Satılık,Daire,3 + 1,"
                          140 m2
                        ",1. Kat,10 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,,,Doğalgaz,Evet,Pursaklar,Fatih,380.000 TL
121003-849,Dün,Satılık,Daire,3 + 1,"
                          125 m2
                        ",2. Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,50 TL,Evet,"Güney, Doğu",1.500 TL,Doğalgaz,Evet,Keçiören,Atapark,350.000 TL
26614-1285,Dün,Satılık,Daire,4 + 1,"
                          155 m2
                        ",1. Kat,20 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,50 TL,Hayır,"Kuzey, Güney, Doğu",2.500 TL,Doğalgaz,Evet,Çankaya,Oğuzlar,645.000 TL
39672-9210,Dün,Satılık,Daire,3 + 1,"
                          120 m2
                        ",1. Kat,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,Batı,,Doğalgaz,Evet,Keçiören,Ayvalı,595.000 TL
66647-732,Dün,Satılık,Daire,3 + 1,"
                          125 m2
                        ",4. Kat,10 Yaşında,Kombi,9 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,,,Doğalgaz,Evet,Pursaklar,Mimar Sinan,455.000 TL
8859-3117,Dün,Satılık,Daire,4 + 1,"
                          220 m2
                        ",3. Kat,13 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,Hayır,"Güney, Batı",,Doğalgaz,Evet,Keçiören,Yayla,365.000 TL
2450-1255,Bugün,Satılık,Daire,3 + 1,"
                          120 m2
                        ",8. Kat,30 Yaşında,Merkezi,12 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,,500 TL,Hayır,,,Doğalgaz,,Çankaya,İşçi Blokları,775.000 TL
2263-1164,Bugün,Satılık,Daire,3 + 1,"
                          145 m2
                        ",Kot 1,18 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,30 TL,Hayır,"Güney, Doğu",1.500 TL,Doğalgaz,Evet,Çankaya,İlkadım,425.000 TL
692546-1335,Bugün,Satılık,Daire,3 + 1,"
                          130 m2
                        ",3. Kat,13 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,,,Hayır,Güney,,Doğalgaz,Evet,Mamak,Peyami Safa,295.000 TL
8316-2033,Bugün,Satılık,Daire,5 + 1,"
                          233 m2
                        ",17. Kat,Sıfır Bina,Merkezi (Pay Ölçer),24 Katlı,Uygun,Eşyalı Değil,5,Betonarme,İkinci El,Kat İrtifakı,Hayır,,"Güney, Doğu",ATASAYANLAR 5,,Evet,,Çankaya,Dodurga,1.600.000 TL
64542-12917,Bugün,Satılık,Daire,4 + 1,"
                          175 m2
                        ",3. Kat,Sıfır Bina,Kombi,5 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat İrtifakı,50 TL,Evet,"Güney, Doğu",1.500 TL,Doğalgaz,Evet,Keçiören,Şehit Kubilay,525.000 TL
10557-2807,Bugün,Satılık,Daire,3 + 1,"
                          140 m2
                        ",3. Kat,13 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,,İkinci El,Kiracı Oturuyor,Kat İrtifakı,165 TL,Hayır,"Güney, Batı",,Doğalgaz,,Çankaya,Karapınar,663.000 TL
16407-8764,Bugün,Satılık,Daire,3 + 1,"
                          135 m2
                        ",2. Kat,7 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,30 TL,Hayır,"Güney, Batı",1.200 TL,Doğalgaz,Evet,Etimesgut,Topçu,435.000 TL
119586-720,Bugün,Satılık,Daire,3 + 1,"
                          140 m2
                        ",Ara Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Hayır,"Kuzey, Güney, Doğu, Batı",,Doğalgaz,Evet,Sincan,Mustafa Kemal,449.000 TL
124438-57,Bugün,Satılık,Daire,3 + 1,"
                          120 m2
                        ",Kot 1,14 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,20 TL,Evet,"Güney, Doğu, Batı",950 TL,Doğalgaz,Evet,Mamak,Peyami Safa,160.000 TL
105502-1187,Bugün,Satılık,Daire,3 + 1,"
                          100 m2
                        ",Kot 1,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,35 TL,Hayır,Doğu,850 TL,Doğalgaz,Evet,Mamak,Gülveren,175.000 TL
2220-8022,Bugün,Satılık,Villa,5 + 2,"
                          450 m2
                        ",,3 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,3,Betonarme,Yapım Aşamasında,Boş,Kat İrtifakı,260 TL,Hayır,,,Doğalgaz,Evet,Etimesgut,Bağlıca,1.250.000 TL
1955-6240,Bugün,Satılık,Daire,4 + 1,"
                          170 m2
                        ",Giriş Katı,20 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,30 TL,Hayır,"Kuzey, Doğu",1.250 TL,Doğalgaz,,Keçiören,İncirli,350.000 TL
65093-2492,Bugün,Satılık,Daire,2 + 1,"
                          120 m2
                        ",1. Kat,30 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Belirtilmemiş,Kat Mülkiyeti,,Hayır,Güney,,Doğalgaz,,Yenimahalle,Çarşı,425.000 TL
692609-4148,Bugün,Satılık,Daire,3 + 1,"
                          126 m2
                        ",4. Kat,Sıfır Bina,Merkezi (Pay Ölçer),7 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,,,Hayır,,3.000 TL,Doğalgaz,Evet,Etimesgut,Eryaman,820.000 TL
5042-3067,Bugün,Satılık,Daire,1 + 1,"
                          65 m2
                        ",Bahçe Katı,1 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,150 TL,Hayır,Güney,1.750 TL,Doğalgaz,Evet,Çankaya,Yukarı Bahçelievler,550.000 TL
2603-4221,Bugün,Satılık,Daire,2 + 1,"
                          100 m2
                        ",Giriş Katı,35 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,,125 TL,Hayır,"Güney, Doğu",1.750 TL,Doğalgaz,,Çankaya,Ayrancı,365.000 TL
4209-2039,Bugün,Satılık,Villa,4 + 2,"
                          300 m2
                        ",,16 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,500 TL,Hayır,"Kuzey, Güney, Doğu, Batı",4.500 TL,Doğalgaz,Evet,Gölbaşı,Karşıyaka,1.600.000 TL
47846-1423,Bugün,Satılık,Müstakil Ev,3 + 1,"
                          140 m2
                        ",,Sıfır Bina,Kat Kaloriferi,1 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,1 TL,Hayır,"Güney, Doğu, Batı",1.500 TL,Kömür-Odun,,Ayaş,Oltan,835.000 TL
114804-1031,Bugün,Satılık,Daire,3 + 1,"
                          105 m2
                        ",Giriş Katı,13 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,35 TL,Evet,"Güney, Doğu",750 TL,Doğalgaz,Evet,Mamak,General Zeki Doğan,195.000 TL
122089-323,Bugün,Satılık,Daire,2 + 1,"
                          100 m2
                        ",Kot 2,6 Yaşında,Kombi,8 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat İrtifakı,15 TL,Hayır,"Güney, Batı",650 TL,Doğalgaz,,Keçiören,Yayla,235.000 TL
29364-19505,Bugün,Satılık,Daire,4 + 1,"
                          170 m2
                        ",8. Kat,Sıfır Bina,Merkezi,12 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat İrtifakı,,Hayır,"Kuzey, Doğu, Batı",,Doğalgaz,Evet,Yenimahalle,Susuz,1.275.000 TL
123094-385,Bugün,Satılık,Daire,2 + 1,"
                          95 m2
                        ",Kot 1,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,Hayır,Güney,,Doğalgaz,Evet,Mamak,Bahçeleriçi,148.000 TL
8767-2413,Bugün,Satılık,Daire,3 + 1,"
                          110 m2
                        ",1. Kat,48 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,"Kuzey, Doğu",,Doğalgaz,Evet,Altındağ,Aydınlıkevler,310.000 TL
63728-2199,Bugün,Satılık,Daire,4 + 1,"
                          165 m2
                        ",Yüksek Giriş,10 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Belirtilmemiş,Kat Mülkiyeti,100 TL,Hayır,Güney,1.500 TL,Doğalgaz,,Çankaya,Kırkkonaklar,550.000 TL
80318-305,Bugün,Satılık,Daire,4 + 1,"
                          220 m2
                        ",2. Kat,4 Yaşında,Merkezi (Pay Ölçer),5 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,1.050 TL,,"Kuzey, Doğu, Batı",5.000 TL,Doğalgaz,Evet,Çankaya,Beytepe,2.850.000 TL
3620-8832,Bugün,Satılık,Daire,3 + 1,"
                          129 m2
                        ",Giriş Katı,1 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,150 TL,Hayır,"Güney, Batı",,Doğalgaz,Evet,Çankaya,Ayrancı,750.000 TL
0-37601761,Dün,Satılık,Daire,3 + 1,"
                          115 m2
                        ",3. Kat,10 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,40 TL,Evet,Güney,1.300 TL,Doğalgaz,,Keçiören,Kanuni,385.000 TL
89899-972,Bugün,Satılık,Daire,2 + 1,"
                          90 m2
                        ",3. Kat,4 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,40 TL,Hayır,Batı,1.000 TL,Doğalgaz,Evet,Mamak,Mutlu,225.000 TL
53653-1830,Bugün,Satılık,Daire,2 + 1,"
                          115 m2
                        ",Yüksek Giriş,30 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Belirtilmemiş,Kat Mülkiyeti,60 TL,Hayır,"Güney, Doğu, Batı",1.200 TL,Doğalgaz,Evet,Çankaya,Umut,300.000 TL
0-37601659,Dün,Satılık,Daire,3 + 1,"
                          130 m2
                        ",Yüksek Giriş,20 Yaşında,Merkezi,18 Katlı,Uygun,Eşyalı Değil,1,,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,500 TL,Hayır,"Güney, Doğu, Batı",2.000 TL,Doğalgaz,,Yenimahalle,Barış,695.000 TL
28880-3692,Dün,Satılık,Daire,3 + 1,"
                          165 m2
                        ",8. Kat,2 Yaşında,Kombi,8 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,,,"Kuzey, Güney, Doğu, Batı",2.800 TL,Doğalgaz,Evet,Etimesgut,Bağlıca,945.000 TL
114256-168,Dün,Satılık,Daire,3 + 1,"
                          140 m2
                        ",1. Kat,10 Yaşında,Kombi,10 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,120 TL,Hayır,"Güney, Batı",2.500 TL,Doğalgaz,Evet,Yenimahalle,Turgut Özal,650.000 TL
123585-55,Dün,Satılık,Daire,4 + 2,"
                          330 m2
                        ",3. Kat,10 Yaşında,Kombi,4 Katlı,Bilinmiyor,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,30 TL,Hayır,"Güney, Doğu",2.000 TL,Doğalgaz,Evet,Etimesgut,Piyade,620.000 TL
0-37602082,Dün,Satılık,Daire,3 + 1,"
                          156 m2
                        ",5. Kat,10 Yaşında,Kombi,8 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,300 TL,Hayır,"Güney, Batı",2.750 TL,Doğalgaz,,Yenimahalle,Turgut Özal,789.000 TL
43940-1734,Dün,Satılık,Daire,4 + 1,"
                          225 m2
                        ",1. Kat,Sıfır Bina,Merkezi (Pay Ölçer),12 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat İrtifakı,,Hayır,,3.500 TL,Doğalgaz,Evet,Etimesgut,Bağlıca,1.200.000 TL
7433-4168,Bugün,Satılık,Daire,3 + 1,"
                          120 m2
                        ",Kot 2,40 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,100 TL,Hayır,Batı,1.600 TL,Doğalgaz,Evet,Çankaya,Aziziye,510.000 TL
102398-271,Dün,Satılık,Daire,3 + 1,"
                          145 m2
                        ",2. Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Hayır,"Güney, Doğu, Batı",1.500 TL,Doğalgaz,Evet,Sincan,29 Ekim,489.000 TL
89526-1035,Dün,Satılık,Daire,4 + 1,"
                          160 m2
                        ",Yüksek Giriş,5 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,30 TL,Evet,"Güney, Batı",1.500 TL,Doğalgaz,Evet,Sincan,Andiçen,485.000 TL
86972-1061,Dün,Satılık,Daire,4 + 1,"
                          200 m2
                        ",3. Kat,Sıfır Bina,Merkezi (Pay Ölçer),14 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Evet,"Kuzey, Doğu",,Doğalgaz,Evet,Etimesgut,Bağlıca,1.280.000 TL
119882-1747,Dün,Satılık,Daire,5 + 2,"
                          390 m2
                        ",4. Kat,6 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,3,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,30 TL,Hayır,"Kuzey, Güney, Doğu",3.500 TL,Doğalgaz,Evet,Etimesgut,Elvan,830.000 TL
94433-579,Dün,Satılık,Daire,2 + 1,"
                          135 m2
                        ",Bahçe Katı,20 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,100 TL,Hayır,"Güney, Batı",1.800 TL,Doğalgaz,Evet,Çankaya,Osman Temiz,360.000 TL
7705-4835,Dün,Satılık,Daire,3 + 1,"
                          130 m2
                        ",Yüksek Giriş,19 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,50 TL,Hayır,"Güney, Batı",1.700 TL,Doğalgaz,Evet,Çankaya,Ata,495.000 TL
34109-3942,Dün,Satılık,Daire,5 + 1,"
                          330 m2
                        ",6. Kat,3 Yaşında,Kombi,6 Katlı,Uygun,Eşyalı Değil,3,Betonarme,Sıfır,Boş,Kat Mülkiyeti,10 TL,Hayır,Güney,5.000 TL,Doğalgaz,Evet,Çankaya,Mimar Sinan,825.000 TL
2888-13495,Bugün,Satılık,Daire,6 + 1,"
                          300 m2
                        ",5. Kat,10 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,250 TL,Evet,"Güney, Batı",,Doğalgaz,Evet,Çankaya,İşçi Blokları,1.950.000 TL
692549-1404,Dün,Satılık,Daire,5 + 1,"
                          285 m2
                        ",2. Kat,20 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Belirtilmemiş,Kat Mülkiyeti,50 TL,Evet,"Doğu, Batı",3.000 TL,Doğalgaz,Evet,Keçiören,İncirli,765.000 TL
0-37597867,Dün,Satılık,Daire,3 + 1,"
                          130 m2
                        ",3. Kat,15 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Ev Sahibi Oturuyor,Kat Mülkiyeti,25 TL,Hayır,850 TL,,Doğalgaz,,,Keçiören,Kuşcağız,240.000 TL
15126-3579,Dün,Satılık,Daire,6 + 1,"
                          250 m2
                        ",3. Kat,10 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,Doğu,,Doğalgaz,Evet,Mamak,Şahintepe,540.000 TL
95979-782,Bugün,Satılık,Daire,1 + 1,"
                          70 m2
                        ",Kot 1,6 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,25 TL,Evet,"Güney, Doğu",600 TL,Doğalgaz,Evet,Etimesgut,Piyade,128.000 TL
10214-2231,Dün,Satılık,Müstakil Ev,6 + 2,"
                          260 m2
                        ",,Sıfır Bina,Soba,1 Katlı,Uygun,Eşyalı Değil,2,Betonarme,,,,,,,,Kömür-Odun,,Bala,Beynam,990.000 TL
116825-203,Dün,Satılık,Daire,4 + 1,"
                          160 m2
                        ",6. Kat,6 Yaşında,Kombi,6 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,Hayır,"Kuzey, Batı",,Doğalgaz,Evet,Pursaklar,Saray Cumhuriyet,589.000 TL
18950-53,Bugün,Satılık,Daire,3 + 1,"
                          120 m2
                        ",Yüksek Giriş,Sıfır Bina,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,50 TL,Hayır,"Kuzey, Batı",1.500 TL,Doğalgaz,Evet,Gölbaşı,Karşıyaka,348.000 TL
4469-1399,Bugün,Satılık,Daire,2 + 1,"
                          90 m2
                        ",Yüksek Giriş,15 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,,,,,Doğalgaz,Evet,Altındağ,Aydınlıkevler,260.000 TL
59414-3058,Bugün,Satılık,Daire,2 + 1,"
                          100 m2
                        ",Yüksek Giriş,16 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,30 TL,Hayır,"Kuzey, Güney",900 TL,Doğalgaz,Evet,Yenimahalle,Ragıp Tüzün,275.000 TL
121128-242,Bugün,Satılık,Daire,3 + 1,"
                          100 m2
                        ",Giriş Katı,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,,,Hayır,Güney,900 TL,Doğalgaz,Evet,Mamak,Gülveren,184.900 TL
4005-189,Bugün,Satılık,Daire,4 + 1,"
                          210 m2
                        ",5. Kat,4 Yaşında,Merkezi (Pay Ölçer),11 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,220 TL,Hayır,"Güney, Doğu, Batı",4.000 TL,Doğalgaz,Evet,Etimesgut,Ahi Mesut,1.050.000 TL
121379-72,Bugün,Satılık,Daire,1 + 1,"
                          70 m2
                        ",Zemin,15 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,50 TL,Evet,"Güney, Doğu",1.500 TL,Doğalgaz,Evet,Çankaya,Gökkuşağı,318.000 TL
2688-263,Bugün,Satılık,Daire,2 + 1,"
                          95 m2
                        ",3. Kat,Sıfır Bina,Kombi,4 Katlı,Uygun değil,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat İrtifakı,,Evet,"Güney, Doğu",,Doğalgaz,Evet,Gölbaşı,Kızılcaşar,725.000 TL
14984-3119,Bugün,Satılık,Daire,3 + 1,"
                          130 m2
                        ",3. Kat,25 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,100 TL,Hayır,"Güney, Batı",2.000 TL,Doğalgaz,Evet,Çankaya,Yıldızevler,538.000 TL
97883-228,Bugün,Satılık,Daire,2 + 1,"
                          100 m2
                        ",Giriş Katı,40 Yaşında,Merkezi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,100 TL,Hayır,Doğu,1.700 TL,Doğalgaz,,Çankaya,Ayrancı,365.000 TL
